,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
302,0.0,Holy Names University,0.05-0.09,0.10-0.14,18750.0,55459.0,1.0,0.5185,0.6465,53478.0
303,0.0,Pacifica Graduate Institute,<=0.10,<=0.10,,,,,,
304,0.0,California State Polytechnic University-Humboldt,0.09-0.10,0.11-0.12,15000.0,24202.0,0.9818,0.4237,0.7406,37382.0
305,0.0,Humphreys University-Stockton and Modesto Campuses,<=0.20,<=0.20,25529.0,28850.0,,1.0,,40569.0
306,0.0,Imperial Valley College,PS,PS,,11958.0,,,,28114.0
307,0.0,Institute for Business and Technology,0.20-0.29,<=0.10,7600.0,,,,,41768.0
308,0.0,Interior Designers Institute,PS,PS,17641.0,35958.0,,,,51615.0
309,0.0,International School of Cosmetology,<=0.20,<=0.20,10556.0,,,,,23872.0
310,0.0,Irvine Valley College,PS,PS,4750.0,12297.0,,,,35124.0
311,0.0,Bellus Academy-El Cajon,PS,<=0.20,6333.0,,,,,17642.0
312,0.0,American Jewish University,PS,PS,,,,0.5,,
313,0.0,Reedley College,PS,PS,3500.0,11996.0,,,,30023.0
314,0.0,Life Pacific University,0.10-0.19,0.10-0.19,16284.0,32241.0,0.9448,0.5517,0.6897,35814.0
315,0.0,University of La Verne,0.05,0.08,22250.0,59394.0,0.7351,0.5918,0.769,53806.0
316,0.0,Laguna College of Art and Design,<=0.20,<=0.20,20500.0,54255.0,0.8837,0.5882,0.7851,31987.0
317,0.0,Lake Tahoe Community College,PS,PS,,16963.0,,,,30695.0
318,0.0,Lancaster Beauty School,PS,PS,,,,,,13338.0
319,0.0,Laney College,PS,PS,9500.0,20701.0,,,,30777.0
320,0.0,Lassen Community College,PS,PS,5500.0,15362.0,,,,35316.0
321,0.0,Latin American Bible Institute,PS,PS,,13845.0,1.0,,,
322,0.0,Life Chiropractic College West,<=0.10,<=0.10,,,,,,
323,0.0,Lincoln University,PS,PS,,34141.0,,1.0,1.0,44602.0
324,0.0,Southern California Seminary,PS,PS,,,,,,43014.0
325,0.0,La Sierra University,0.05-0.09,0.05-0.09,21500.0,46981.0,0.9185,0.4929,0.7641,42617.0
326,0.0,Loma Linda University,<=0.01,0.19,20667.0,,,,,88185.0
327,0.0,Long Beach City College,<=0.20,<=0.20,7250.0,11632.0,,,,31118.0
328,0.0,Southern California University of Health Sciences,<=0.10,<=0.10,11400.0,,,,,33761.0
329,0.0,Los Angeles Harbor College,PS,PS,,19579.0,,,,31241.0
330,0.0,Los Angeles Pierce College,<=0.20,<=0.20,14250.0,19492.0,,,,33606.0
331,0.0,Los Angeles Southwest College,PS,PS,,14916.0,,,,28065.0
332,0.0,Los Angeles Trade Technical College,PS,PS,9500.0,18037.0,,,,31801.0
333,0.0,Los Angeles Valley College,PS,PS,9500.0,17931.0,,,,33987.0
334,0.0,The Master's University and Seminary,<=0.05,0.25-0.29,17750.0,43642.0,0.7818,0.7917,0.861,41665.0
335,0.0,Los Angeles City College,PS,PS,10000.0,16948.0,,,,28854.0
336,0.0,Los Angeles County College of Nursing and Allied Health,PS,PS,9500.0,,,,,106781.0
337,0.0,Los Angeles Mission College,PS,PS,10500.0,18877.0,,,,34437.0
338,0.0,Los Medanos College,PS,PS,9326.0,12382.0,,,,35606.0
339,0.0,Loyola Marymount University,0.03,0.17,17750.0,72553.0,0.4131,0.8405,0.8773,62763.0
340,0.0,Lu Ross Academy,PS,PS,6333.0,,,,,22250.0
341,0.0,Lyle's College of Beauty,PS,PS,,,,,,12878.0
342,0.0,Lyle's College of  Beauty,PS,PS,,,,,,12878.0
343,0.0,Lytles Redwood Empire Beauty College,PS,<=0.20,6333.0,,,,,23192.0
344,0.0,MTI College,0.10-0.19,<=0.10,6755.0,,0.9407,,,36376.0
345,0.0,College of Marin,PS,PS,10500.0,16507.0,,,,35698.0
346,0.0,Mendocino College,PS,PS,,16539.0,,,,33313.0
347,0.0,Menlo College,<=0.10,<=0.10,18192.0,63412.0,0.6172,0.5614,0.7095,60608.0
348,0.0,Merced College,PS,PS,,12436.0,,,,31468.0
349,0.0,Merritt College,PS,PS,,21122.0,,,,36329.0
350,0.0,MiraCosta College,PS,PS,9500.0,13016.0,,0.3737,0.8421,37965.0
351,0.0,Mission College,PS,PS,,13477.0,,,,44004.0
352,0.0,Modern Beauty Academy,PS,PS,,,,,,21766.0
353,0.0,Modesto Junior College,PS,PS,,19523.0,,0.2156,,34568.0
354,0.0,Moler Barber College,PS,PS,8725.0,,,,,19893.0
355,0.0,Middlebury Institute of International Studies at Monterey,<=0.05,0.25-0.29,13027.0,,,,,57291.0
356,0.0,Monterey Peninsula College,PS,<=0.20,9500.0,16367.0,,,,34496.0
357,0.0,Moorpark College,<=0.20,<=0.20,7935.0,8302.0,,,,37374.0
358,0.0,Mt San Antonio College,PS,PS,5500.0,11499.0,,,,34928.0
359,0.0,Mount Saint Mary's University,0.05-0.06,0.09-0.10,24250.0,62383.0,0.7576,0.5876,0.772,61335.0
360,0.0,Mt San Jacinto Community College District,PS,PS,,12680.0,,,,31078.0
361,0.0,Musicians Institute,0.20-0.29,<=0.10,7035.0,40574.0,0.7845,0.3191,0.8276,24962.0
362,0.0,Napa Valley College,PS,PS,9421.0,20412.0,,,,40426.0
363,0.0,National Holistic Institute,0.15-0.19,0.10-0.14,9500.0,,,,,24737.0
364,0.0,National University,0.06,0.07,23438.0,36459.0,,,0.6364,64331.0
365,0.0,Naval Postgraduate School,PS,PS,,,,,,
366,0.0,Newschool of Architecture and Design,<=0.20,<=0.20,28656.0,56958.0,0.4495,0.4,0.6429,57073.0
367,0.0,North Adrian's College of Beauty Inc,PS,PS,,,,,,16629.0
368,0.0,North-West College-Pomona,<=0.10,<=0.10,9500.0,,,,,36175.0
369,0.0,North-West College-West Covina,<=0.20,<=0.20,9500.0,,,,,33145.0
370,0.0,North-West College-Van Nuys,PS,PS,8332.0,,,,,32876.0
371,0.0,San Francisco Bay University,PS,PS,,,0.6943,,1.0,
372,0.0,Notre Dame de Namur University,0.05-0.09,0.10-0.14,18750.0,,,0.4487,,57676.0
373,0.0,Occidental College,<=0.05,0.20-0.24,19000.0,77878.0,0.394,0.8218,0.8897,52209.0
374,0.0,Ohlone College,PS,PS,9500.0,17992.0,,,,45622.0
375,0.0,Orange Coast College,<=0.20,<=0.20,6940.0,11863.0,,,,35739.0
376,0.0,Otis College of Art and Design,<=0.10,0.10-0.19,22900.0,68808.0,0.8329,0.6557,0.7625,43654.0
377,0.0,Oxnard College,PS,PS,,8129.0,,,,34643.0
378,0.0,Hope International University,0.05-0.09,0.10-0.14,17375.0,49503.0,0.3222,0.4583,0.6042,36030.0
379,0.0,Concorde Career College-San Diego,0.20-0.29,<=0.10,9500.0,,0.9582,,,39255.0
380,0.0,Palo Alto University,<=0.05,0.15-0.19,,,,,,63310.0
381,0.0,Pacific Oaks College,0.05-0.09,0.05-0.09,23500.0,,0.3968,,,47962.0
382,0.0,Pacific School of Religion,PS,PS,,,,,,
383,0.0,Pacific States University,PS,PS,,,0.3333,,,
384,0.0,Pacific Union College,0.10-0.14,0.10-0.14,23251.0,45219.0,0.4846,0.4,0.75,52713.0
385,0.0,University of the Pacific,0.03,0.21,19500.0,64996.0,0.9323,0.7302,0.8768,62672.0
386,0.0,Palo Verde College,PS,PS,,20851.0,,,,30602.0
387,0.0,Palomar College,PS,PS,4000.0,13866.0,,,,37220.0
388,0.0,Pasadena City College,PS,PS,6632.0,9773.0,,,,32759.0
389,0.0,Pepperdine University,0.02,0.17,22000.0,80152.0,0.4871,0.8618,0.8837,64934.0
390,0.0,Pitzer College,<=0.20,0.20-0.39,13000.0,79558.0,0.184,0.9167,0.888,51784.0
391,0.0,Platt College-San Diego,PS,PS,15945.0,33745.0,,1.0,,36809.0
392,0.0,Point Loma Nazarene University,0.03-0.04,0.15-0.16,19500.0,54207.0,0.8193,0.7348,0.8459,54811.0
393,0.0,Pomona College,PS,0.20-0.39,7294.0,77810.0,0.0702,0.9639,0.9623,60850.0
394,0.0,Porterville College,PS,PS,,13336.0,,,,30202.0
395,0.0,Professional Institute of Beauty,PS,PS,,,,,,20634.0
396,0.0,Santa Ana College,PS,PS,5500.0,10439.0,,0.3115,,36845.0
397,0.0,Pardee RAND Graduate School,PS,PS,,,,,,
398,0.0,Shasta School of Cosmetology,PS,PS,,,,,,16216.0
399,0.0,University of Redlands,0.04,0.13,22125.0,70206.0,0.8187,0.6341,0.7964,61686.0
400,0.0,College of the Redwoods,PS,PS,6666.0,12530.0,,,,31896.0
401,0.0,Salon Success Academy-Upland,PS,PS,7116.0,,,,,20927.0
402,0.0,Salon Success Academy-Corona,PS,PS,7177.0,,,,,18725.0
403,0.0,Rio Hondo College,PS,PS,4750.0,11678.0,,0.2382,,35115.0
404,0.0,Riverside City College,<=0.20,<=0.20,6000.0,11778.0,,,,32779.0
405,0.0,Dongguk University Los Angeles,PS,PS,,,,,,
406,0.0,Sacramento City College,PS,PS,9404.0,12894.0,,,,32703.0
407,0.0,Saddleback College,<=0.20,<=0.20,8492.0,11746.0,,,,36605.0
408,0.0,Samuel Merritt University,<=0.02,0.27-0.28,25000.0,,,,,143353.0
409,0.0,San Diego City College,PS,PS,5110.0,13829.0,,,,31504.0
410,0.0,San Diego Mesa College,<=0.20,<=0.20,4500.0,14035.0,,0.3275,,35773.0
411,0.0,San Diego Miramar College,PS,PS,4500.0,13887.0,,,,40327.0
412,0.0,San Diego State University,0.04,0.18,12500.0,23482.0,0.3926,0.7129,0.8941,52620.0
413,0.0,University of San Diego,0.03,0.18,22000.0,72092.0,0.5261,0.8176,0.9029,64995.0
414,0.0,San Francisco Conservatory of Music,<=0.20,<=0.20,27000.0,73761.0,0.4158,0.6429,0.9048,23988.0
415,0.0,San Francisco State University,0.07,0.18,13000.0,23609.0,0.942,0.507,0.8489,52650.0
416,0.0,University of San Francisco,0.03,0.19,19674.0,73981.0,0.7118,0.7549,0.8093,69951.0
417,0.0,San Joaquin College of Law,PS,PS,,,,,,
418,0.0,San Joaquin Delta College,0.20-0.39,PS,7500.0,8551.0,,,,33920.0
419,0.0,San Joaquin Valley College-Visalia,0.23-0.24,0.05-0.06,9859.0,,,0.3273,,36007.0
420,0.0,San Joaquin Valley College-Bakersfield,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
421,0.0,William Jessup University,0.05-0.09,0.15-0.19,15287.0,53732.0,0.6592,0.4079,0.6706,43163.0
422,0.0,San Jose City College,PS,PS,5500.0,24496.0,,,,39993.0
423,0.0,San Jose State University,0.04,0.24,12000.0,24114.0,0.7671,0.6626,0.8513,62448.0
424,0.0,College of San Mateo,PS,PS,7500.0,11967.0,,,,43803.0
425,0.0,Santa Barbara City College,0.19-0.20,0.07-0.08,9055.0,18592.0,,,,35744.0
426,0.0,Santa Clara University,<=0.02,0.29-0.30,18204.0,75576.0,0.5211,0.9313,0.9189,91198.0
427,0.0,Santa Monica College,<=0.20,<=0.20,6750.0,11194.0,,0.2689,,31977.0
428,0.0,Santa Rosa Junior College,<=0.20,<=0.20,7999.0,15548.0,,,,40149.0
429,0.0,Saybrook University,<=0.10,<=0.10,,,,,,
430,0.0,Scripps College,<=0.20,0.20-0.39,11351.0,79740.0,0.2791,0.8788,0.9051,68027.0
431,0.0,College of the Sequoias,PS,PS,4500.0,8155.0,,,,31439.0
432,0.0,Shasta Bible College and Graduate School,PS,PS,,23673.0,1.0,1.0,0.0,32327.0
433,0.0,Shasta College,PS,PS,9500.0,13165.0,,0.2746,,32486.0
434,0.0,Sierra College,0.20-0.29,<=0.10,9500.0,10971.0,,,,35054.0
435,0.0,Sierra College of Beauty,PS,PS,,,,,,21701.0
436,0.0,Trinity Law School,0.05-0.09,0.05-0.09,20500.0,,,,,41545.0
437,0.0,Simpson University,<=0.10,0.10-0.19,14068.0,52041.0,,0.52,0.6471,51256.0
438,0.0,College of the Siskiyous,PS,PS,9212.0,14259.0,,,,34686.0
439,0.0,Charles A Jones Career and Education Center,PS,PS,,,,,,38231.0
440,0.0,Skyline College,PS,PS,,10564.0,,0.4921,,41261.0
441,0.0,San Bernardino Valley College,PS,PS,,14283.0,,,,32980.0
442,0.0,Saint Mary's College of California,0.05-0.06,0.17-0.18,22593.0,71268.0,0.8789,0.7895,0.8602,60388.0
443,0.0,Solano Community College,PS,PS,10125.0,12458.0,,0.2975,,35071.0
444,0.0,Sonoma State University,0.06,0.19,12500.0,23866.0,0.94,0.5685,0.7584,52179.0
445,0.0,South Baylo University,<=0.10,0.10-0.19,,,,,,
446,0.0,South Coast College,PS,PS,17346.0,36245.0,,,,38599.0
447,0.0,Vanguard University of Southern California,0.05-0.09,0.10-0.14,15824.0,53254.0,0.7484,0.5594,0.7227,43464.0
448,0.0,Concorde Career College-Garden Grove,0.10-0.19,<=0.10,9500.0,,0.9629,,,42232.0
449,0.0,Southwestern College,PS,PS,4500.0,19697.0,,,,33970.0
450,0.0,Starr King School for the Ministry,PS,PS,,,,,,
451,0.0,Marshall B Ketchum University,<=0.20,0.40-0.59,,,,,,
452,0.0,Southern California Institute of Architecture,PS,PS,,67666.0,0.5984,0.0,0.7667,53274.0
453,0.0,University of Southern California,0.02,0.18,17125.0,81298.0,0.1202,0.919,0.9655,74461.0
454,0.0,Southwestern Law School,<=0.05,0.05-0.09,,,,,,
455,0.0,Taft College,PS,PS,,13417.0,,,,33687.0
456,0.0,Claremont School of Theology,PS,PS,,,,,,
457,0.0,Thomas Aquinas College,<=0.20,0.20-0.39,18000.0,38428.0,0.8473,0.7727,0.916,40605.0
458,0.0,Epic Bible College & Graduate School,PS,PS,,,,0.3333,,33779.0
459,0.0,UEI College-Huntington Park,0.25-0.29,<=0.05,9500.0,,,,,29172.0
460,0.0,Concorde Career College-San Bernardino,0.10-0.19,<=0.10,9500.0,,1.0,,,36222.0
461,0.0,Concorde Career College-North Hollywood,<=0.20,<=0.20,9500.0,,0.969,,,41796.0
462,0.0,Ventura College,<=0.20,<=0.20,6665.0,8412.0,,,,34084.0
463,0.0,The Colleges of Law at Ventura,PS,PS,,,,,,
464,0.0,Bridges Beauty College,PS,PS,,,,,,17272.0
465,0.0,Victor Valley College,PS,PS,,19154.0,,,,30153.0
466,0.0,Berkeley City College,PS,PS,9500.0,17404.0,,,,35404.0
467,0.0,Walden University,0.08,0.03,12501.0,,,,0.0,50657.0
468,0.0,Waynes College of Beauty,PS,PS,,,,,,19047.0
469,0.0,Coalinga College,PS,PS,5500.0,16509.0,,,,33449.0
470,0.0,West Los Angeles College,PS,PS,9875.0,17858.0,,0.2892,1.0,32538.0
471,0.0,West Valley College,PS,PS,,11344.0,,,,41764.0
472,0.0,Carrington College-Sacramento,0.19-0.20,0.05-0.06,10339.0,,,,,37870.0
473,0.0,Westminster Theological Seminary in California,PS,PS,,,,,,
474,0.0,Westmont College,<=0.05,0.20-0.24,19500.0,67000.0,0.8199,0.6842,0.861,53737.0
475,0.0,Whittier College,0.05-0.06,0.09-0.10,19000.0,62130.0,0.7545,0.6452,0.696,46025.0
476,0.0,Woodbury University,<=0.10,<=0.10,23000.0,55779.0,0.626,0.5606,0.713,47665.0
477,0.0,The Wright Institute,<=0.20,<=0.20,,,,,,
478,0.0,Thomas Jefferson School of Law,<=0.05,<=0.05,,,,,,
479,0.0,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,PS,PS,,27600.0,0.6148,0.2083,0.5536,17439.0
480,0.0,Yuba College,PS,PS,,11185.0,,,,32030.0
481,0.0,Adams State University,0.13-0.14,0.07-0.08,12640.0,22772.0,0.9918,0.2819,0.568,38338.0
482,0.0,Aims Community College,0.10-0.14,0.05-0.09,6500.0,14486.0,,,,39696.0
483,0.0,Arapahoe Community College,0.11-0.12,0.09-0.10,8282.0,16667.0,,0.2231,,43676.0
484,0.0,Bel-Rea Institute of Animal Technology,0.10-0.19,<=0.10,9500.0,28888.0,0.4955,,,37156.0
485,0.0,University of Colorado Denver/Anschutz Medical Campus,0.05,0.14,15274.0,23895.0,0.7458,0.4194,0.6976,52475.0
486,0.0,University of Colorado Colorado Springs,0.06,0.13,15000.0,23180.0,0.8477,0.3429,0.6679,45766.0
487,0.0,Spartan College of Aeronautics and Technology,0.20-0.39,<=0.20,14250.0,30182.0,,,,55728.0
488,0.0,University of Colorado Boulder,0.05,0.20,14373.0,32351.0,0.8073,0.6764,0.8778,54939.0
489,0.0,Colorado Christian University,0.11-0.12,0.07-0.08,14250.0,48130.0,,0.5922,0.8316,41623.0
490,0.0,Colorado College,<=0.10,0.20-0.29,12491.0,79229.0,0.163,0.8837,0.9144,47611.0
491,0.0,Concorde Career College-Aurora,0.15-0.19,0.05-0.09,9500.0,,0.9934,0.7508,,40181.0
492,0.0,Colorado Mountain College,0.10-0.14,0.10-0.14,5796.0,13610.0,,0.2755,0.4318,36307.0
493,0.0,Colorado Northwestern Community College,0.10-0.19,0.10-0.19,9000.0,20106.0,,,,39760.0
494,0.0,Colorado School of Mines,0.03-0.04,0.27-0.28,19234.0,37114.0,0.58,0.7838,0.9362,82950.0
495,0.0,Colorado School of Trades,PS,<=0.20,19734.0,,0.7778,,,44718.0
496,0.0,Colorado State University-Fort Collins,0.04,0.17,16337.0,28277.0,0.9077,0.5879,0.8622,49748.0
497,0.0,Colorado Technical University-Colorado Springs,0.24,0.03,12051.0,22634.0,,0.2014,0.457,30406.0
498,0.0,Community College of Aurora,0.10-0.14,0.05-0.09,7000.0,15175.0,,,,38842.0
499,0.0,Technical College of the Rockies,PS,PS,4750.0,,,,,38763.0
500,0.0,Community College of Denver,0.19-0.20,0.07-0.08,5699.0,17536.0,,0.1618,,36412.0
501,0.0,Lincoln College of Technology-Denver,0.29,0.07,9833.0,,,,,42500.0
502,0.0,Denver Seminary,<=0.10,0.10-0.19,,,,,,
503,0.0,University of Denver,0.03,0.13,19000.0,72540.0,0.7768,0.75,0.88,57118.0
504,0.0,Emily Griffith Technical College,PS,PS,,,,,,31296.0
505,0.0,Fort Lewis College,0.13-0.14,0.11-0.12,9950.0,24017.0,0.9098,0.3132,0.5947,36352.0
506,0.0,Front Range Community College,0.14,0.08,8864.0,16836.0,,0.2752,,40548.0
507,0.0,Iliff School of Theology,PS,PS,,,,,,
508,0.0,International Salon and Spa Academy,PS,PS,5128.0,,,,,23478.0
509,0.0,Lamar Community College,0.20-0.39,<=0.20,6200.0,17855.0,,,,31813.0
510,0.0,Colorado Mesa University,0.13,0.10,13250.0,22346.0,0.8176,0.2988,0.7599,39223.0
511,0.0,Metropolitan State University of Denver,0.10,0.09,14625.0,22428.0,0.9791,0.2799,0.628,45391.0
512,0.0,Morgan Community College,PS,PS,5750.0,17432.0,,0.3818,,37293.0
513,0.0,Naropa University,0.05-0.09,0.05-0.09,19000.0,51737.0,1.0,0.4,0.5926,21841.0
514,0.0,Nazarene Bible College,PS,PS,17234.0,,,1.0,,37119.0
515,0.0,Northeastern Junior College,0.20-0.24,0.05-0.09,6033.0,19643.0,,,,36367.0
516,0.0,University of Northern Colorado,0.08,0.12,14670.0,26352.0,0.7854,0.4624,0.7518,43756.0
517,0.0,Otero College,<=0.20,<=0.20,6146.0,19535.0,,,,34087.0
518,0.0,Pikes Peak State College,0.15-0.16,0.09-0.10,5250.0,17283.0,,0.219,,35799.0
519,0.0,Pueblo Community College,0.20-0.24,0.05-0.09,6250.0,19542.0,,0.22,0.0,33368.0
520,0.0,Red Rocks Community College,0.13-0.14,0.11-0.12,5806.0,17444.0,,0.2513,0.8571,41495.0
521,0.0,Regis University,0.05,0.11,20558.0,52045.0,0.7609,0.5704,0.7248,64557.0
522,0.0,Rocky Mountain College of Art and Design,0.15-0.19,<=0.05,10213.0,30447.0,,0.375,0.6183,30280.0
523,0.0,Montessori Education Center of the Rockies,PS,PS,,,1.0,0.6667,,24368.0
524,0.0,Colorado State University Pueblo,0.09-0.10,0.07-0.08,16140.0,22545.0,0.9879,0.3003,0.6241,43053.0
525,0.0,Pickens Technical College,PS,PS,,12882.0,,,,36111.0
526,0.0,Intellitec College-Colorado Springs,PS,PS,9373.0,,,,,36848.0
527,0.0,Intellitec College-Grand Junction,0.20-0.39,<=0.20,9097.0,,,,,29621.0
528,0.0,Trinidad State College,<=0.20,<=0.20,7440.0,20472.0,,0.4425,0.626,36025.0
529,0.0,United States Air Force Academy,PS,PS,,,0.1623,,0.9354,
530,0.0,Empire Beauty School-Thornton,0.20-0.29,<=0.10,6661.0,,,,,19174.0
531,0.0,Western Colorado University,0.10-0.14,0.10-0.14,14190.0,24833.0,0.9185,0.3248,0.767,40037.0
532,0.0,Albertus Magnus College,0.10-0.14,<=0.05,25899.0,53621.0,0.805,0.4868,0.7027,47153.0
533,0.0,Asnuntuck Community College,0.10-0.19,<=0.10,5500.0,16762.0,,,,43927.0
534,0.0,Bais Binyomin Academy,PS,PS,,28592.0,1.0,,0.7826,
535,0.0,University of Bridgeport,0.09-0.10,0.05-0.06,21250.0,53749.0,0.8151,0.4252,0.6766,38575.0
536,0.0,Central Connecticut State University,0.08,0.12,18500.0,22904.0,0.7671,0.4672,0.7653,49016.0
537,0.0,Charter Oak State College,<=0.10,<=0.10,11898.0,18386.0,,1.0,1.0,53779.0
538,0.0,Cortiva Institute,0.20-0.29,0.10-0.19,11259.0,,,,,25386.0
539,0.0,Connecticut College,<=0.10,0.20-0.29,19500.0,79575.0,0.404,0.878,0.872,49165.0
540,0.0,Porter & Chester Institute of Hamden,0.20-0.39,<=0.20,9500.0,28597.0,,,,41103.0
541,0.0,University of Connecticut,0.04,0.20,18356.0,35236.0,0.5451,0.7434,0.9095,63322.0
542,0.0,Goodwin University,0.13-0.14,0.05-0.06,14250.0,36485.0,,0.4359,,40230.0
543,0.0,Lincoln Technical Institute-East Windsor,0.25-0.26,0.05-0.06,9692.0,,,,,36485.0
544,0.0,Eastern Connecticut State University,0.09,0.11,19500.0,28648.0,0.7383,0.5,0.8321,47289.0
545,0.0,Fairfield University,<=0.05,0.20-0.24,23500.0,71215.0,0.5218,0.7536,0.9108,73693.0
546,0.0,Paul Mitchell the School-North Haven,<=0.20,<=0.20,6333.0,,,,,
547,0.0,Connecticut State Community College,<=0.20,<=0.20,4750.0,16002.0,,,,35849.0
548,0.0,Rensselaer at Hartford,<=0.02,0.27-0.28,23250.0,,,,,83054.0
549,0.0,American Institute-West Hartford,0.20-0.29,<=0.10,9211.0,,,,,25543.0
550,0.0,Hartford International University for Religion and Peace,PS,PS,,,,,,
551,0.0,University of Hartford,0.10,0.09,20000.0,60887.0,0.8275,0.393,0.7438,42581.0
552,0.0,Holy Apostles College and Seminary,PS,PS,6132.0,11530.0,,,0.3636,
553,0.0,Connecticut State Community College Housatonic,0.20-0.29,<=0.10,3500.0,18500.0,,,,38419.0
554,0.0,Manchester Community College,<=0.20,<=0.20,4230.0,16037.0,,,,36133.0
555,0.0,Naugatuck Valley Community College,<=0.05,0.10-0.14,3500.0,15170.0,,,,35243.0
556,0.0,Middlesex Community College,<=0.20,<=0.20,5000.0,12692.0,,,,36787.0
557,0.0,Mitchell College,0.10-0.19,<=0.10,15000.0,52006.0,0.7684,0.5882,0.6481,35330.0
558,0.0,Three Rivers Community College,<=0.20,<=0.20,7712.0,12151.0,,,,33193.0
559,0.0,Lincoln Technical Institute-New Britain,0.25-0.26,0.05-0.06,9692.0,,,,,36485.0
560,0.0,New England Tractor Trailer Training School of Connecticut,0.20-0.29,<=0.10,6333.0,,,,,46838.0
561,0.0,University of New Haven,0.07,0.11,20636.0,60918.0,0.9124,0.5415,0.7396,49829.0
562,0.0,Connecticut State Community College Norwalk,PS,PS,5375.0,12765.0,,,,35854.0
563,0.0,Northwestern Connecticut Community College,PS,PS,4625.0,15813.0,,,,33966.0
564,0.0,Paier College,PS,PS,,34613.0,0.9545,0.6667,0.64,
565,0.0,Porter & Chester Institute,0.33-0.34,0.07-0.08,9500.0,27456.0,,,,37807.0
566,0.0,Post University,0.23,0.04,8250.0,27054.0,,0.2805,0.3466,31401.0
567,0.0,Quinebaug Valley Community College,PS,PS,,14362.0,,,,31980.0
568,0.0,Quinnipiac University,0.04,0.16,25000.0,68761.0,0.8379,0.6625,0.878,65744.0
569,0.0,Sacred Heart University,0.05,0.12,19500.0,64621.0,0.6571,0.5833,0.8461,63925.0
570,0.0,University of Saint Joseph,0.03-0.04,0.11-0.12,23750.0,54432.0,0.7485,0.5106,0.7796,52053.0
571,0.0,Connecticut State Community College Gateway,0.15-0.19,0.10-0.14,3500.0,16714.0,,,,36008.0
572,0.0,Southern Connecticut State University,0.10,0.08,16500.0,25857.0,0.8292,0.4936,0.7321,45422.0
573,0.0,Trinity College,<=0.10,0.10-0.19,19250.0,79605.0,0.3614,0.8243,0.9002,67628.0
574,0.0,Connecticut State Community College Tunxis,<=0.10,0.10-0.19,5495.0,16067.0,,,,35022.0
575,0.0,United States Coast Guard Academy,PS,PS,,,0.2386,,0.9719,
576,0.0,Wesleyan University,<=0.05,0.30-0.34,11500.0,82245.0,0.1443,0.9561,0.9538,60385.0
577,0.0,Western Connecticut State University,0.09,0.11,18750.0,22683.0,0.8351,0.4557,0.745,45997.0
578,0.0,Yale University,0.03-0.04,0.29-0.30,8053.0,82170.0,0.0457,0.9346,0.981,81765.0
579,0.0,Margaret H Rollins School of Nursing at Beebe Medical Center,PS,PS,,,,,,
580,0.0,Dawn Career Institute LLC,PS,PS,9298.0,,,,,27702.0
581,0.0,Delaware Technical Community College-Terry,0.13-0.14,0.11-0.12,5500.0,13041.0,,0.16,,35336.0
582,1.0,Delaware State University,0.15-0.16,0.03-0.04,18750.0,24248.0,0.5492,0.4305,0.7514,37503.0
583,0.0,University of Delaware,0.04,0.20,21961.0,28744.0,0.7381,0.6478,0.9093,58846.0
584,0.0,Goldey-Beacom College,0.10-0.19,<=0.10,12000.0,23846.0,0.6272,0.557,0.7154,45097.0
585,0.0,Schilling-Douglas School of Hair Design,PS,PS,6514.0,,,,,25058.0
586,0.0,Wilmington University,0.10,0.05,15834.0,19155.0,,0.1345,0.5567,49635.0
587,0.0,American University,0.03,0.14,19500.0,68494.0,0.4063,0.8006,0.8625,61328.0
588,0.0,The Catholic University of America,0.03-0.04,0.09-0.10,24000.0,70559.0,0.8559,0.69,0.877,63217.0
